NAME,COUNTY,ELEV_IN_M
Lisbon,Columbiana,294
Overton,Dawson,707
Hillsdale,Rock Island,177
Malta,DeKalb,277
Rogers,Columbiana,313
Sumner,Dawson,721
Coal Valley,Rock Island,190
Shabbona,DeKalb,274
Salineville,Columbiana,277
Elm Creek,Buffalo,691
Cordova,Rock Island,179
Somonauk,DeKalb,209
New Waterford,Columbiana,319
Pleasanton,Buffalo,635
Port Byron,Rock Island,184
Waterman,DeKalb,252
Summitville,Columbiana,337
Riverdale,Buffalo,666
Big Rock,Kane,216
Rapids City,Rock Island,178
Washingtonville,Columbiana,322
Miller,Buffalo,707
Hampshire,Kane,274
Reynolds,Rock Island,247
Bay View Gardens,Woodford,162
Shelton,Buffalo,615
Kaneville,Kane,241
Milan,Rock Island,171
Benson,Woodford,232
Beaver Crossing,Seward,446
Goodfield,Woodford,226
Oak Grove,Rock Island,220
Lily Lake,Kane,293
Bee,Seward,476
Leigh,Colfax,489
East Dundee,Kane,234
Kappa,Woodford,225
Goehner,Seward,472
Howells,Colfax,445
Congerville,Woodford,227
Elburn,Kane,260
Cordova,Seward,479
Richland,Colfax,427
Germantown Hills,Woodford,245
Gilberts,Kane,274
Garland,Seward,480
Rogers,Colfax,399
Roanoke,Woodford,222
Maple Park,Kane,263
Pleasant Dale,Seward,400
Lindsay,Platte,515
Metamora,Woodford,249
Montgomery,Kane,195
Staplehurst,Seward,452
Cornlea,Platte,525
Panola,Woodford,224
North Aurora,Kane,207
Utica,Seward,486
Creston,Platte,495
Bennet,Lancaster,389
Secor,Woodford,223
Pingree Grove,Kane,278
Duncan,Platte,456
Sleepy Hollow,Kane,225
Hallam,Lancaster,453
Spring Bay,Woodford,143
Monroe,Platte,464
South Elgin,Kane,216
Davey,Lancaster,382
Washburn,Woodford,209
Platte Center,Platte,465
Denton,Lancaster,380
Sugar Grove,Kane,219
Tarnov,Platte,503
Beaverdam,Allen,261
Firth,Lancaster,404
Virgil,Kane,265
Inglewood,Dodge,364
Bluffton,Allen,255
Raymond,Lancaster,373
West Dundee,Kane,232
Dodge,Dodge,427
Harrod,Allen,299
Roca,Lancaster,391
Hyannis,Grant,1145
Nickerson,Dodge,366
Lafayette,Allen,283
Mullen,Hooker,980
Malcolm,Lancaster,396
Winslow,Dodge,369
Elida,Allen,243
Bancroft,Cuming,408
Panama,Lancaster,425
Fort Shawnee,Allen,264
Snyder,Dodge,409
Beemer,Cuming,412
Sprague,Lancaster,389
Spencerville,Allen,253
Uehling,Dodge,384
Meadow Grove,Madison,497
Ashkum,Iroquois,204
Dunkirk,Hardin,288
Arthur,Arthur,1114
Forest,Hardin,283
Wolbach,Greeley,569
Pilger,Stanton,429
Beaverville,Iroquois,205
Iroquois,Iroquois,201
Halsey,Thomas,822
Ridgeway,Hardin,323
Scotia,Greeley,588
Loda,Iroquois,237
Seneca,Thomas,908
Spalding,Greeley,582
McGuffey,Hardin,296
Arnold,Custer,823
Crescent City,Iroquois,195
Thedford,Thomas,871
Mount Victory,Hardin,317
Berwyn,Custer,725
Patterson,Hardin,282
Danforth,Iroquois,199
Bartlett,Wheeler,663
Comstock,Custer,685
Lorton,Otoe,314
Donovan,Iroquois,205
Ericson,Wheeler,618
Douglas,Otoe,386
Martinton,Iroquois,191
Dunning,Blaine,798
Mason City,Custer,689
Dunbar,Otoe,324
Milford,Iroquois,204
Taylor,Loup,691
Merna,Custer,812
Oconto,Custer,785
Otoe,Otoe,339
Onarga,Iroquois,205
Blissfield,Lenawee,210
Palmyra,Otoe,353
Papineau,Iroquois,193
Clinton,Lenawee,255
Gandy,Logan,883
Deerfield,Lenawee,207
Stapleton,Logan,885
Talmage,Otoe,299
Woodland,Iroquois,195
Onsted,Lenawee,301
Elyria,Valley,641
Unadilla,Otoe,337
Sheldon,Iroquois,208
Arrowsmith,McLean,268
Thawville,Iroquois,210
Quincy,Branch,310
North Loup,Valley,598
Wellington,Iroquois,213
Bellflower,McLean,239
Sherwood,Branch,267
Berkey,Lucas,214
Gridley,McLean,230
Elsie,Perkins,1033
Union City,Branch,276
Holland,Lucas,194
Madrid,Perkins,1006
Heyworth,McLean,230
Jonesville,Hillsdale,327
Waterville,Lucas,187
Hudson,McLean,235
Venango,Perkins,1096
Montgomery,Hillsdale,320
Whitehouse,Lucas,199
Colfax,McLean,230
New Washington,Crawford,303
Beecher,Will,224
North Adams,Hillsdale,364
Bolingbrook,Will,214
Waldron,Hillsdale,275
Cooksville,McLean,234
North Robinson,Crawford,326
Colon,Saint Joseph,263
Danvers,McLean,248
Tiro,Crawford,321
Homer Glen,Will,225
Constantine,Saint Joseph,240
Downs,McLean,244
Kempton,Ford,223
Crete,Will,222
Mendon,Saint Joseph,257
Ellsworth,McLean,264
Elliott,Ford,238
Elwood,Will,197
White Pigeon,Saint Joseph,249
Roberts,Ford,238
Frankfort,Will,232
McLean,McLean,216
Edwardsburg,Cass,253
Melvin,Ford,248
Godley,Will,179
Saybrook,McLean,244
Piper City,Ford,205
Rockdale,Will,168
Stanford,McLean,207
Marcellus,Cass,273
Towanda,McLean,238
Vandalia,Cass,268
Sibley,Ford,251
Romeoville,Will,189
Armington,Tazewell,192
Craig,Burt,390
Manhattan,Will,208
Bellville,Richland,348
Green Valley,Tazewell,164
Decatur,Burt,326
Mokena,Will,215
Lexington,Richland,370
Hopedale,Tazewell,196
Lewellen,Garden,1011
Monee,Will,243
Creve Coeur,Tazewell,209
Lucas,Richland,331
Henry,Scotts Bluff,1231
New Lenox,Will,204
Deer Creek,Tazewell,232
Shiloh,Richland,329
Lyman,Scotts Bluff,1235
Peotone,Will,215
Mackinaw,Tazewell,209
Plainfield,Will,188
Harpster,Wyandot,275
McGrew,Scotts Bluff,1153
Minier,Tazewell,194
Shorewood,Will,176
Kirby,Wyandot,266
Melbeta,Scotts Bluff,1166
Morrill,Scotts Bluff,1216
University Park,Will,243
Marseilles,Wyandot,267
Morton,Tazewell,219
Terrytown,Scotts Bluff,1181
Symerton,Will,195
North Pekin,Tazewell,147
Nevada,Wyandot,284
Elmore,Ottawa,184
Sycamore,Wyandot,259
Bensenville,DuPage,207
South Pekin,Tazewell,156
Genoa,Ottawa,190
Wharton,Wyandot,269
Bloomingdale,DuPage,233
Tremont,Tazewell,196
Rocky Ridge,Ottawa,184
Congress,Wayne,354
Itasca,DuPage,214
Leesville,Carroll,303
Creston,Wayne,302
Dellroy,Carroll,292
Lisle,DuPage,205
Dalton,Wayne,335
Magnolia,Carroll,289
Doylestown,Wayne,380
Malvern,Carroll,303
Fredericksburg,Wayne,297
Sherrodsville,Carroll,277
Marshallville,Wayne,341
Coldwater,Mercer,277
Mount Eaton,Wayne,381
Fort Recovery,Mercer,286
Shreve,Wayne,273
Smithville,Wayne,323
West Salem,Wayne,339
Convoy,Van Wert,238
Homer,Dakota,338
Hubbard,Dakota,353
Hanover,Jo Daviess,194
Elizabeth,Jo Daviess,244
Menominee,Jo Daviess,232
Nora,Jo Daviess,307
Scales Mound,Jo Daviess,291
Stockton,Jo Daviess,303
Warren,Jo Daviess,299
Lena,Stephenson,289
Dakota,Stephenson,287
Davis,Stephenson,271
German Valley,Stephenson,252
Ridott,Stephenson,231
Rock City,Stephenson,277
Orangeville,Stephenson,249
Pearl City,Stephenson,254
Winslow,Stephenson,236
Durand,Winnebago,237
Rockton,Winnebago,225
Roscoe,Winnebago,225
Machesney Park,Winnebago,226
New Milford,Winnebago,223
Pecatonica,Winnebago,235
Winnebago,Winnebago,265
Greenwood,McHenry,261
Johnsburg,McHenry,229
Lake in the Hills,McHenry,264
Lakemoor,McHenry,232
Lakewood,McHenry,271
Hebron,McHenry,283
Holiday Hills,McHenry,226
Huntley,McHenry,271
Fox River Grove,McHenry,249
Port Barrington,McHenry,225
Prairie Grove,McHenry,231
Richmond,McHenry,250
Ringwood,McHenry,261
McCullom Lake,McHenry,240
Oakwood Hills,McHenry,252
Wonder Lake,McHenry,255
Spring Grove,McHenry,233
Trout Valley,McHenry,242
Union,McHenry,256
Poplar Grove,Boone,274
Timberlane,Boone,257
Bannockburn,Lake,209
Beach Park,Lake,213
Grayslake,Lake,240
Green Oaks,Lake,208
Gurnee,Lake,206
Hainesville,Lake,244
Hawthorn Woods,Lake,244
Island Lake,Lake,238
Kildeer,Lake,236
Lake Barrington,Lake,245
Lake Bluff,Lake,200
Lake Villa,Lake,242
Lake Zurich,Lake,266
Libertyville,Lake,213
Lincolnshire,Lake,202
Lindenhurst,Lake,243
Long Grove,Lake,223
Indian Creek,Lake,226
Deer Park,Lake,258
Deerfield,Lake,209
Fox Lake,Lake,226
Riverwoods,Lake,200
Round Lake,Lake,243
Round Lake Beach,Lake,234
Round Lake Heights,Lake,240
Round Lake Park,Lake,241
Mettawa,Lake,208
Mundelein,Lake,224
North Barrington,Lake,241
Old Mill Creek,Lake,216
Winthrop Harbor,Lake,193
Third Lake,Lake,236
Tower Lakes,Lake,239
Vernon Hills,Lake,224
Volo,Lake,242
Wadsworth,Lake,215
Wauconda,Lake,245
Hadar,Pierce,473
Foster,Pierce,500
McLean,Pierce,563
Hemingford,Box Butte,1300
Royal,Antelope,573
Woodville,Sandusky,194
Oakdale,Antelope,523
Orchard,Antelope,592
Barton Hills,Washtenaw,288
Hamler,Henry,216
Dexter,Washtenaw,265
Manchester,Washtenaw,274
Grass Lake,Jackson,304
Hanover,Jackson,340
Concord,Jackson,312
Parma,Jackson,305
Springport,Jackson,306
Athens,Calhoun,271
Sammons Point,Kankakee,194
Homer,Calhoun,303
Liberty Center,Henry,207
Manteno,Kankakee,210
Tekonsha,Calhoun,287
Holgate,Henry,216
Union Hill,Kankakee,188
Bloomingdale,Van Buren,223
Deshler,Henry,216
Sun River Terrace,Kankakee,187
Lawrence,Van Buren,210
Florida,Henry,204
Greenwich,Huron,313
Lawton,Van Buren,241
Malinta,Henry,208
Plymouth,Huron,313
Decatur,Van Buren,240
Monroeville,Huron,216
McClure,Henry,206
Mattawan,Van Buren,265
Paw Paw,Van Buren,223
New Bavaria,Henry,224
New London,Huron,299
North Fairfield,Huron,283
Augusta,Kalamazoo,246
Braceville,Grundy,176
Climax,Kalamazoo,294
Kinsman,Grundy,201
Wakeman,Huron,258
Lodi,Medina,282
Richland,Kalamazoo,284
Coal City,Grundy,172
Gloria Glens Park,Medina,311
Schoolcraft,Kalamazoo,268
Diamond,Grundy,172
Vicksburg,Kalamazoo,261
Seville,Medina,301
East Brooklyn,Grundy,178
Spencer,Medina,279
Gardner,Grundy,179
Hoskins,Wayne,510
Mazon,Grundy,179
Winside,Wayne,481
Westfield Center,Medina,335
Attica,Seneca,289
Minooka,Grundy,186
Sholes,Wayne,527
Bettsville,Seneca,214
Put-in-Bay,Ottawa,173
South Wilmington,Grundy,179
Bloomville,Seneca,283
Rosalie,Thurston,412
Verona,Grundy,192
Bellwood,Butler,440
Republic,Seneca,270
Pender,Thurston,409
New Riegel,Seneca,254
Winnebago,Thurston,355
Brainard,Butler,510
Thurston,Thurston,425
Grover Hill,Paulding,221
Linwood,Butler,408
Haviland,Paulding,224
Walthill,Thurston,371
Dwight,Butler,495
Latty,Paulding,222
Baroda,Berrien,193
Garrison,Butler,488
Melrose,Paulding,216
Berrien Springs,Berrien,203
Rising City,Butler,484
Oakwood,Paulding,216
Grand Beach,Berrien,189
Octavia,Butler,430
Paulding,Paulding,220
Eau Claire,Berrien,217
Surprise,Butler,481
Payne,Paulding,228
Galien,Berrien,206
Ulysses,Butler,466
Bradford,Stark,246
Michiana,Berrien,185
Ithaca,Saunders,358
La Fayette,Stark,243
Shoreham,Berrien,183
Leshara,Saunders,356
Big Springs,Deuel,1028
Stevensville,Berrien,193
Colon,Saunders,379
Hampton,Hamilton,539
Hordville,Hamilton,540
Three Oaks,Berrien,207
Prague,Saunders,409
Giltner,Hamilton,559
Leaf River,Ogle,221
Marquette,Hamilton,555
Malmo,Saunders,383
Hillcrest,Ogle,253
Mead,Saunders,369
Phillips,Hamilton,576
Creston,Ogle,276
Stockham,Hamilton,519
Memphis,Saunders,341
Arlington,Hancock,263
Davis Junction,Ogle,241
Morse Bluff,Saunders,391
Benton Ridge,Hancock,241
Forreston,Ogle,286
Valparaiso,Saunders,400
Weston,Saunders,381
Monroe Center,Ogle,260
Jenera,Hancock,259
Gurley,Cheyenne,1305
Mount Morris,Ogle,277
Rawson,Hancock,247
McComb,Hancock,235
Stillman Valley,Ogle,217
Lodgepole,Cheyenne,1172
Mount Blanchard,Hancock,258
Dalton,Cheyenne,1299
Milledgeville,Carroll,232
Mount Cory,Hancock,248
Shannon,Carroll,279
Potter,Cheyenne,1341
Thomson,Carroll,183
Hicksville,Defiance,232
Van Buren,Hancock,234
Arlington Heights,Cook,214
Ney,Defiance,217
Vanlue,Hancock,250
Sherwood,Defiance,216
Barrington,Cook,252
Belmore,Putnam,224
Barrington Hills,Cook,258
Paxton,Keith,934
Kalida,Putnam,221
Bartlett,Cook,247
Brady,Lincoln,808
Leipsic,Putnam,233
Bedford Park,Cook,188
Hershey,Lincoln,884
Bellwood,Cook,193
Cloverdale,Putnam,220
Columbus Grove,Putnam,236
Berkeley,Cook,198
Maxwell,Lincoln,826
Continental,Putnam,220
Sutherland,Lincoln,902
Golf,Cook,194
Hanover Park,Cook,245
Wallace,Lincoln,948
Dupont,Putnam,221
Harwood Heights,Cook,198
Wellfleet,Lincoln,858
Fort Jennings,Putnam,228
Justice,Cook,188
Polk,Polk,531
Gilboa,Putnam,228
Kenilworth,Cook,188
Shelby,Polk,500
La Grange,Cook,197
Dix,Kimball,1388
Glandorf,Putnam,223
Miller City,Putnam,223
La Grange Park,Cook,190
Palmer,Merrick,549
Ottawa,Putnam,221
Lansing,Cook,192
Silver Creek,Merrick,470
Ottoville,Putnam,226
Lemont,Cook,185
Boelus (Howard City),Howard,585
Cotesfield,Howard,578
Pandora,Putnam,236
Lincolnwood,Cook,184
Cushing,Howard,548
West Leipsic,Putnam,235
Hazel Crest,Cook,197
Hillside,Cook,200
Dannebrog,Howard,565
Henderson,Knox,249
Hodgkins,Cook,184
East Galesburg,Knox,236
Elba,Howard,567
Rio,Knox,237
Farwell,Howard,609
Hoffman Estates,Cook,239
Ashton,Sherman,621
Homewood,Cook,201
Saint Augustine,Knox,196
Litchfield,Sherman,660
Maquon,Knox,193
Indian Head Park,Cook,199
Hazard,Sherman,642
Williamsfield,Knox,215
Rockville,Sherman,603
Inverness,Cook,257
Boys Town,Douglas,376
Yates City,Knox,204
Crestwood,Cook,182
Victoria,Knox,254
Dixmoor,Cook,183
Waterloo,Douglas,344
Wataga,Knox,253
Dolton,Cook,184
Richfield,Summit,351
La Rose,Marshall,209
Hopewell,Marshall,193
East Hazel Crest,Cook,189
Peninsula,Summit,230
Elk Grove Village,Cook,209
Brady Lake,Portage,329
Sparland,Marshall,145
Hiram,Portage,381
Elmwood Park,Cook,196
Varna,Marshall,222
Mantua,Portage,350
Evergreen Park,Cook,190
Beloit,Mahoning,343
Windham,Portage,296
Flossmoor,Cook,206
Craig Beach,Mahoning,290
Joy,Mercer,209
Poland,Mahoning,318
Matherville,Mercer,228
Ford Heights,Cook,202
Lowellville,Mahoning,251
Forest Park,Cook,190
North Henderson,Mercer,236
Windsor,Mercer,245
New Middletown,Mahoning,382
Forest View,Cook,181
Seaton,Mercer,187
Long Point,Livingston,195
Franklin Park,Cook,196
Glencoe,Cook,205
Cornell,Livingston,192
Sherrard,Mercer,245
Viola,Mercer,241
Cullom,Livingston,208
Glenview,Cook,199
Granville,Putnam,210
Dwight,Livingston,192
Glenwood,Cook,189
Hennepin,Putnam,153
Emington,Livingston,217
Posen,Cook,183
Flanagan,Livingston,204
Richton Park,Cook,221
Magnolia,Putnam,203
Mark,Putnam,211
Forrest,Livingston,208
River Forest,Cook,192
McNabb,Putnam,209
River Grove,Cook,191
Odell,Livingston,219
Riverdale,Cook,183
Saunemin,Livingston,210
Standard,Putnam,207
Strawn,Livingston,235
Aroma Park,Kankakee,188
Riverside,Cook,188
Biggsville,Henderson,208
Bonfield,Kankakee,192
Robbins,Cook,183
Gulf Port,Henderson,159
Bourbonnais,Kankakee,198
Rosemont,Cook,194
Lomax,Henderson,167
Gladstone,Henderson,167
Bradley,Kankakee,193
Sauk Village,Cook,199
Raritan,Henderson,232
Lynwood,Cook,188
Grant Park,Kankakee,213
Media,Henderson,216
Lyons,Cook,189
Irwin,Kankakee,201
Oquawka,Henderson,168
Limestone,Kankakee,200
Matteson,Cook,211
Maywood,Cook,191
Stronghurst,Henderson,205
Herscher,Kankakee,201
McCook,Cook,188
Kirkwood,Warren,226
Hopkins Park,Kankakee,207
Essex,Kankakee,180
Little York,Warren,187
Melrose Park,Cook,193
Reddick,Kankakee,187
Roseville,Warren,227
Merrionette Park,Cook,189
Saint Anne,Kankakee,203
Bailey Lakes,Ashland,321
Midlothian,Cook,187
Morton Grove,Cook,190
Mount Prospect,Cook,204
Niles,Cook,194
Avoca,Murray,469
Hadley,Murray,520
Dovray,Murray,468
Blooming Prairie,Steele,394
Claremont,Dodge,393
Hayfield,Dodge,402
Dodge Center,Dodge,394
Byron,Olmsted,384
Dover,Olmsted,349
Bingham Lake,Cottonwood,433
Dakota,Winona,208
Altura,Winona,357
Butterfield,Watonwan,362
Darfur,Watonwan,354
Wanblee,Jackson,804
Beaver Creek,Rock,442
Hardwick,Rock,489
Hills,Rock,453
Adrian,Nobles,476
Bigelow,Nobles,501
Clarks Grove,Freeborn,400
Conger,Freeborn,395
Albert Lea,Freeborn,380
Alden,Freeborn,387
Hartland,Freeborn,385
Hayward,Freeborn,383
Hollandale,Freeborn,368
Adams,Mower,391
Max Meadows,Wythe,618
Austin,Mower,367
Dexter,Mower,432
Dumfries,Prince William,13
Brownsville,Houston,215
Caledonia,Houston,361
Rural Retreat,Wythe,766
Whitehorse,Dewey,523
Haymarket,Prince William,112
Beaver Bay,Lake,214
Wytheville,Wythe,697
Hokah,Houston,217
Buffalo,Wright,282
Houston,Houston,209
Belle,Kanawha,184
Canton,Fillmore,410
Climax,Polk,264
Clearwater,Wright,295
Sudley,Prince William,63
Mount Jackson,Shenandoah,277
Halifax,Halifax,141
Cedar Grove,Kanawha,188
Chatfield,Fillmore,309
Crookston,Polk,267
Cokato,Wright,321
Triangle,Prince William,32
New Market,Shenandoah,322
Harmony,Fillmore,412
Scottsburg,Halifax,115
Chesapeake,Kanawha,185
Beltrami,Polk,276
Albertville,Wright,293
Thurmond,Fayette,324
Annandale,Wright,326
Clendenin,Kanawha,190
Gully,Polk,387
Woodbridge,Prince William,23
Alpha,Jackson,421
Strasburg,Shenandoah,174
South Boston,Halifax,122
Bowling Green,Caroline,69
Hanover,Wright,281
Port Royal,Caroline,8
Yorkshire,Prince William,65
Toms Brook,Shenandoah,214
Alberta,Brunswick,117
Pratt,Kanawha,193
Clearbrook,Clearwater,411
Heron Lake,Jackson,433
Howard Lake,Wright,310
Madison,Boone,214
Occoquan,Prince William,4
Woodstock,Shenandoah,239
Henryville,Clark,158
Bagley,Clearwater,441
Brodnax,Brunswick,118
Blue Earth,Faribault,332
Delano,Wright,281
Danville,Boone,213
Ravenswood,Jackson,186
Memphis,Clark,148
Calumet,Itasca,420
Lawrenceville,Brunswick,76
Quantico,Prince William,11
Circle Pines,Anoka,277
Sylvester,Boone,264
Cohasset,Itasca,391
Adwolf,Smyth,710
Ripley,Jackson,187
New Washington,Clark,219
Spencer,Roane,228
Delavan,Faribault,324
Columbia Heights,Anoka,281
Whitesville,Boone,256
Coleraine,Itasca,403
Atkins,Smyth,700
Fort Belvoir,Fairfax,8
Culloden,Cabell,215
Reedy,Roane,207
Ceylon,Martin,384
Columbus,Anoka,278
Highland,Vanderburgh,147
Sugar Grove,Smyth,788
Bigfork,Itasca,399
Fort Hunt,Fairfax,10
Huntington,Cabell,172
Arlington,Arlington,71
Milton,Cabell,179
Chilhowie,Smyth,595
Bovey,Itasca,402
Annandale,Fairfax,110
Coon Rapids,Anoka,262
Melody Hill,Vanderburgh,130
Flatwoods,Braxton,325
Weidman,Isabella,271
Gassaway,Braxton,262
Centerville,Anoka,276
Tappahannock,Essex,7
Deer River,Itasca,394
Bailey's Crossroads,Fairfax,77
Barboursville,Cabell,177
Marion,Smyth,662
Wounded Knee,Shannon,987
Saltville,Smyth,526
White Shield,McLean,610
Belle Haven,Fairfax,37
Monterey,Highland,882
Andover,Anoka,271
Louisa,Louisa,142
Burnsville,Braxton,247
Bejou,Mahnomen,373
Boykins,Southampton,12
Burke,Fairfax,77
Falmouth,Stafford,18
Buffalo Center,Winnebago,363
Anoka,Anoka,268
Mineral,Louisa,140
Sutton,Braxton,256
Burt,Kossuth,360
Warsaw,Richmond,42
West Falls Church,Fairfax,103
Aquia Harbour,Stafford,5
Bethel,Anoka,284
Ada,Norman,276
Branchville,Southampton,14
Centreville,Fairfax,107
Capron,Southampton,35
Chantilly,Fairfax,97
Bancroft,Kossuth,360
Hebron,Wicomico,12
Blaine,Anoka,276
Borup,Norman,277
Glasgow,Rockbridge,225
Glasgow Village,Saint Louis,152
Courtland,Southampton,8
Dunn Loring,Fairfax,133
Fruitland,Wicomico,11
Arnolds Park,Dickinson,437
Lemay,Saint Louis,144
Ham Lake,Anoka,274
Halstad,Norman,265
Goshen,Rockbridge,428
Salisbury,Wicomico,7
McLean,Fairfax,87
Armstrong,Emmet,381
Mehlville,Saint Louis,184
Hilltop,Anoka,289
Hendrum,Norman,266
Ivor,Southampton,27
Bronaugh,Vernon,271
Delmar,Wicomico,15
Merrifield,Fairfax,110
Oakville,Saint Louis,183
Atwater,Kandiyohi,371
Chickamaw Beach,Cass,397
Gruver,Emmet,399
Dolliver,Emmet,389
Princeton,Mercer,742
Newsoms,Southampton,28
Bronson,Bourbon,326
Mardela Springs,Wicomico,8
Mount Vernon,Fairfax,24
Sappington,Saint Louis,182
Blomkest,Kandiyohi,346
Cass Lake,Cass,406
Hanlontown,Worth,367
Athens,Mercer,789
Shell Knob,Barry,350
Hallwood,Accomack,5
Pittsville,Wicomico,15
Newington,Fairfax,35
Spanish Lake,Saint Louis,165
Clontarf,Swift,318
Backus,Cass,409
Bramwell,Mercer,686
Ashton,Osceola,443
Fancy Gap,Carroll,882
Accomac,Accomack,12
Sharptown,Wicomico,3
North Springfield,Fairfax,91
Affton,Saint Louis,188
Danvers,Swift,314
Matoaka,Mercer,719
Cana,Carroll,439
Belle Haven,Accomack,11
Willards,Wicomico,11
Oakton,Fairfax,127
Bena,Cass,401
Harris,Osceola,472
Castle Point,Saint Louis,152
Carpenter,Mitchell,363
Craigsville,Nicholas,705
Pimmit Hills,Fairfax,110
Boy River,Cass,406
Oakvale,Mercer,525
Hillsville,Carroll,767
Bloxom,Accomack,6
Appleton,Swift,308
Concord,Saint Louis,190
Alvord,Lyon,405
Richwood,Nicholas,673
Hackensack,Cass,424
Bellwood,Chesterfield,29
Chincoteague,Accomack,1
Woodlawn,Carroll,768
Benson,Swift,319
Reston,Fairfax,100
Doon,Lyon,395
Breckenridge Hills,Saint Louis,182
Cresco,Howard,394
Holloway,Swift,314
Summersville,Nicholas,573
Akeley,Hubbard,436
Bensley,Chesterfield,17
Keller,Accomack,12
Glade Spring,Washington,636
Rose Hill,Fairfax,72
Brentwood,Saint Louis,146
Wheatland,Cass,300
Bon Air,Chesterfield,98
Melfa,Accomack,15
Abingdon,Washington,638
De Graff,Swift,323
California,Saint Mary's,30
Franconia,Fairfax,76
Bridgeton,Saint Louis,178
Chester,Chesterfield,53
Onancock,Accomack,5
Damascus,Washington,595
Big Stone City,Grant,316
Charlotte Hall,Saint Mary's,51
Callaway,Becker,423
Washington,Rappahannock,208
Great Falls,Fairfax,104
Dryden,Lee,439
Cosmos,Meeker,339
Golden Beach,Saint Mary's,2
White Earth,Becker,467
Matoaca,Chesterfield,43
Onley,Accomack,13
Bridgeport,Lawrence,135
Groveton,Fairfax,60
Rose Hill,Lee,441
Lexington Park,Saint Mary's,36
Audubon,Becker,399
Chester,Howard,374
Appomattox,Appomattox,259
Painter,Accomack,11
Darwin,Meeker,344
Massanutten,Rockingham,518
Huntington,Fairfax,19
Harpers Ferry,Allamakee,198
Keokee,Lee,634
Leonardtown,Saint Mary's,26
Detroit Lakes,Becker,418
Pamplin City,Appomattox,210
Calmar,Winneshiek,384
Dassel,Meeker,332
Castalia,Winneshiek,380
Elkton,Rockingham,296
Hybla Valley,Fairfax,10
Comstock,Clay,281
Eastville,Northampton,10
Jonesville,Lee,458
High Ridge,Jefferson,280
Decorah,Winneshiek,268
Cedar Mills,Meeker,334
Wolf Lake,Muskegon,205
Grottoes,Rockingham,339
Idylwood,Fairfax,140
Horine,Jefferson,130
Pennington Gap,Lee,423
Barnesville,Clay,312
Exmore,Northampton,11
White Horse,Todd,784
Cottage Grove,Washington,248
Bridgewater,Rockingham,360
Lake Barcroft,Fairfax,79
Windsor,Dane,274
Chatsworth,Sioux,355
Hawley,Clay,352
Cape Charles,Northampton,2
Imperial,Jefferson,134
Saint Charles,Lee,464
Alton,Sioux,404
Parksley,Accomack,13
Afton,Washington,217
Lincolnia,Fairfax,75
Broadway,Rockingham,317
Boyden,Sioux,435
Cheriton,Northampton,6
Murphy,Jefferson,173
Boydton,Mecklenburg,108
Saxis,Accomack,2
Hitterdal,Clay,380
Bayport,Washington,216
Lorton,Fairfax,43
Dayton,Rockingham,367
Hawarden,Sioux,360
Chase City,Mecklenburg,163
Tangier,Accomack,0
Dilworth,Clay,276
Nassawadox,Northampton,11
Barnhart,Jefferson,133
Birchwood Village,Washington,295
Hospers,Sioux,410
Mantua,Fairfax,116
Mount Crawford,Rockingham,371
Hull,Sioux,440
Clarksville,Mecklenburg,108
Mount Gay,Logan,245
Aitkin,Aitkin,369
Hugo,Washington,284
Gary,McDowell,430
Timberville,Rockingham,312
Herndon,Fairfax,109
Cedar Hill,Jefferson,164
Calumet,O'Brien,437
Dellwood,Washington,287
Aldrich,Wadena,413
La Crosse,Mecklenburg,137
Holden,Logan,224
Burlington,Lawrence,170
Keystone,McDowell,497
Seven Corners,Fairfax,119
