NAME,COUNTY,ELEV_IN_M,ELEV_IN_FT
Londonderry,Windham,349,1145
Eads,Shelby,105,344
Shore Acres,Pierce,54,177
Masterson,Moore,1129,3704
Desert,Collin,214,702
Bautista,Moore,1131,3711
Ellendale,Shelby,93,305
Arletta,Pierce,20,66
Peacham,Caledonia,390,1280
Big Rock,Stewart,160,525
Marlboro,Windham,532,1745
Lake City,Pierce,80,262
Sheffield,Caledonia,276,906
Indian Mound,Stewart,115,377
Bryden,Moore,1094,3589
Rosemark,Shelby,101,331
Rockingham,Windham,149,489
Stannard,Caledonia,511,1676
New Providence,Montgomery,160,525
Machovec,Moore,1104,3622
Chewalla,McNairy,125,410
Lakeview,Pierce,84,276
Sutton,Caledonia,370,1214
Oakwood,Montgomery,191,627
Leipers Fork,Williamson,207,679
Elora,Lincoln,283,928
Stratton,Windham,595,1952
Tillicum,Pierce,84,276
Townshend,Windham,176,577
College Grove,Williamson,223,732
Howell,Lincoln,228,748
Bayview,Pierce,42,138
Walden,Caledonia,511,1676
Saint Bethlehem,Montgomery,171,561
Willette,Macon,305,1001
Wheelock,Caledonia,244,801
Lakebay,Pierce,13,43
Vernon,Windham,80,262
Nunnelly,Hickman,214,702
Mulberry,Lincoln,227,745
Shepton,Collin,211,692
Green Brier,Pickett,301,988
Bolton,Chittenden,107,351
Longmire,Pierce,837,2746
Mentor,Blount,281,922
Sherwood,Franklin,204,669
Hermitage Springs,Clay,229,751
Wardsboro,Windham,321,1053
Ohop,Pierce,420,1378
Charlotte,Chittenden,51,167
Campaign,Warren,294,965
Tasso,Bradley,248,814
Whitingham,Windham,482,1581
Moss,Clay,336,1102
Hooper,Adams,381,1250
Clairemont,Kent,648,2126
Theta,Maury,306,1004
Victoria,Marion,207,679
Windham,Windham,590,1936
Lynn Garden,Sullivan,437,1434
Ralston,Adams,507,1663
Culleoka,Maury,210,689
Conasauga,Polk,254,833
Shouns,Johnson,702,2303
Schrag,Adams,380,1247
Bothwell,Box Elder,1320,4331
Hampshire,Maury,184,604
Old Glory,Stonewall,510,1673
Ocoee,Polk,243,797
New River,Scott,364,1194
Emden,Adams,547,1795
Grouse Creek,Box Elder,1625,5331
Perryville,Decatur,118,387
Flat Woods,Perry,206,676
Marcellus,Adams,592,1942
Park Valley,Box Elder,1691,5548
Delano,Polk,239,784
Norma,Scott,386,1266
Marengo,Adams,501,1644
Blue Creek,Box Elder,1433,4701
Farner,Polk,487,1598
Evensville,Rhea,235,771
Dawn,Deaf Smith,1159,3802
Benge,Adams,450,1476
Etna,Box Elder,1592,5223
Peacock,Stonewall,572,1877
Joel,Deaf Smith,1150,3773
Cunningham,Adams,363,1191
Lakeside,Box Elder,1287,4222
Ashtola,Donley,891,2923
Thornton,Whitman,704,2310
Lelia Lake,Donley,790,2592
Swenson,Stonewall,542,1778
Giles,Donley,737,2418
Jericho,Donley,976,3202
Lutie,Collingsworth,680,2231
Umbarger,Randall,1148,3766
Cookville,Titus,132,433
Cleta,Randall,1095,3592
Wilkinson,Titus,99,325
Ogg,Randall,1118,3668
Zita,Randall,1114,3655
Argo,Titus,114,374
Goodnight,Armstrong,960,3150
Washburn,Armstrong,1076,3530
Kaffir,Swisher,1078,3537
Southland,Garza,921,3022
Vigo Park,Swisher,1032,3386
Justiceburg,Garza,687,2254
Arney,Castro,1156,3793
Augustus,Garza,755,2477
Hilburn,Castro,1110,3642
Summerfield,Castro,1201,3940
Sunnyside,Castro,1138,3734
Buenos,Garza,875,2871
Brice,Hall,671,2201
Lesley,Hall,661,2169
Newlin,Hall,548,1798
Eliasville,Young,324,1063
Parnell,Hall,598,1962
Plaska,Hall,594,1949
South Bend,Young,318,1043
Eli,Hall,636,2087
Jean,Young,366,1201
Loving,Young,396,1299
Sagerton,Haskell,498,1634
West Point,Lynn,980,3215
Union,Terry,970,3182
Gomez,Terry,1025,3363
Needmore,Terry,1041,3415
Tokio,Terry,1008,3307
Purley,Franklin,160,525
Brashear,Hopkins,169,554
Pickton,Hopkins,158,518
Ridgeway,Hopkins,168,551
Saltillo,Hopkins,138,453
Sulphur Bluff,Hopkins,140,459
Cason,Morris,103,338
McLeod,Cass,94,308
Bivins,Cass,97,318
Newsome,Camp,140,459
Golden,Wood,130,427
Hainesville,Wood,116,381
Brazos,Palo Pinto,251,823
Metcalf Gap,Palo Pinto,362,1188
Salesville,Palo Pinto,308,1010
Santo,Palo Pinto,253,830
Brad,Palo Pinto,370,1214
Bennett,Parker,230,755
La Junta,Parker,249,817
Agnes,Parker,370,1214
Garner,Parker,288,945
Garden Acres,Tarrant,207,679
Johnsons Station,Tarrant,205,673
Lindberg,Tarrant,181,594
Melody Hills,Tarrant,189,620
Minters Chapel,Tarrant,171,561
Webb,Tarrant,181,594
Bisbee,Tarrant,214,702
Oak Grove,Tarrant,199,653
Peden,Tarrant,219,718
Retta,Tarrant,226,741
Sublett,Tarrant,196,643
Buckingham,Dallas,191,627
Lakeland Heights,Dallas,153,502
Florence Hill,Dallas,149,489
Lawson,Dallas,138,453
Pleasant Valley,Dallas,156,512
Chisholm,Rockwall,153,502
Flats,Rains,130,427
Brand,Scurry,738,2421
Dermott,Scurry,761,2497
Dunn,Scurry,676,2218
Inadale,Scurry,727,2385
Ira,Scurry,692,2270
Union,Scurry,741,2431
Fullerville,Scurry,752,2467
McCaulley,Fisher,574,1883
Longworth,Fisher,600,1968
Sylvester,Fisher,565,1854
North Roby,Fisher,589,1932
Bernecker,Fisher,670,2198
Eskota,Fisher,585,1919
Presque Isle Harbor,Presque Isle,189,620
Boyd,Carbon,1230,4035
Edgar,Carbon,1057,3468
Roberts,Carbon,1395,4577
Roscoe,Carbon,1524,5000
Silesia,Carbon,1035,3396
Beaver Creek,Clackamas,75,246
Government Camp,Clackamas,1185,3888
Mulino,Clackamas,75,246
Stafford,Clackamas,127,417
Krakow,Oconto,237,778
Smiths Ferry,Valley,1388,4554
Alba,Antrim,359,1178
Alden,Antrim,184,604
Eastport,Antrim,185,607
Lakes of the North,Antrim,359,1178
Blucksberg Mountain,Meade,1094,3589
Angelica,Shawano,268,879
Caroline,Shawano,281,922
Green Valley,Shawano,247,810
Leopolis,Shawano,275,902
Navarino,Shawano,244,801
Pella,Shawano,265,869
Pulcifer,Shawano,241,791
Thornton,Shawano,260,853
Tilleda,Shawano,293,961
Mammoth,Park,1905,6250
Brasher Falls,Saint Lawrence,88,289
Winthrop,Saint Lawrence,99,325
Beulah,Crook,1073,3520
Cow Creek,Sully,451,1480
Bear Lake,Kalkaska,369,1211
Manistee Lake,Kalkaska,343,1125
Rapid City,Kalkaska,192,630
South Boardman,Kalkaska,307,1007
Camp Sherman,Jefferson,903,2963
Lake Poinsett,Hamlin,515,1690
Cascadia,Linn,258,846
Crabtree,Linn,85,279
Crawfordsville,Linn,141,463
Holley,Linn,192,630
Lacomb,Linn,211,692
Peoria,Linn,80,262
Shedd,Linn,81,266
Bendon,Benzie,258,846
Nessen City,Benzie,261,856
Pilgrim,Benzie,188,617
Alpine,Benton,96,315
Alsea,Benton,89,292
Bellfountain,Benton,101,331
Blodgett,Benton,193,633
Kings Valley,Benton,97,318
Summit,Benton,223,732
Chain O' Lakes,Waupaca,279,915
King,Waupaca,273,896
Northport,Waupaca,257,843
Morningside,Beadle,388,1273
Witherbee,Essex,383,1257
Mineville,Essex,395,1296
Arcadia,Manistee,181,594
Brethren,Manistee,220,722
Filer City,Manistee,185,607
Oak Hill,Manistee,200,656
Parkdale,Manistee,183,600
Stronach,Manistee,184,604
Wellston,Manistee,236,774
Boon,Wexford,420,1378
Caberfae,Wexford,346,1135
Haring,Wexford,404,1325
Jennings,Missaukee,398,1306
East Barre,Washington,345,1132
East Montpelier,Washington,226,741
Graniteville,Washington,389,1276
Plainfield,Washington,231,758
Websterville,Washington,403,1322
Worcester,Washington,232,761
Tumalo,Deschutes,970,3182
Belleville,Jefferson,140,459
Felts Mills,Jefferson,178,584
Fishers Landing,Jefferson,80,262
Henderson,Jefferson,106,348
Lorraine,Jefferson,305,1001
Oxbow,Jefferson,108,354
Pamelia Center,Jefferson,143,469
Pierrepont Manor,Jefferson,190,623
Plessis,Jefferson,123,404
Rodman,Jefferson,221,725
Thousand Island Park,Jefferson,84,276
Three Mile Bay,Jefferson,79,259
Banks,Boise,877,2877
Garden Valley,Boise,959,3146
Lowman,Boise,1151,3776
Robie Creek,Boise,852,2795
Newcastle,Lincoln,9,30
Poy Sippi,Waushara,243,797
Forest Junction,Calumet,252,827
Forestburg,Sanborn,386,1266
Brant Lake,Lake,488,1601
Chester,Lake,488,1601
Lake Madison,Lake,518,1699
Cloudcroft,Otero,2642,8668
Unalakleet,Nome,2,7
Tularosa,Otero,1374,4508
Wales,Nome,8,26
Plains,Yoakum,1110,3642
White Mountain,Nome,31,102
Meadow,Terry,1016,3333
Brevig Mission,Nome,6,20
Mount Vernon,Franklin,150,492
Diomede,Nome,0,0
Como,Hopkins,163,535
Elim,Nome,14,46
Tira,Hopkins,143,469
Gambell,Nome,0,0
Marietta,Cass,107,351
Golovin,Nome,13,43
Silver City,Grant,1809,5935
Koyuk,Nome,15,49
Santa Clara,Grant,1822,5978
Nome,Nome,6,20
Cusseta,Chambers,220,722
Saint Michael,Nome,11,36
Abanda,Chambers,197,646
Savoonga,Nome,1,3
Fredonia,Chambers,242,794
Metlakatla,Prince of Wales-Outer Ketchikan,0,0
Penton,Chambers,246,807
Edna Bay,Prince of Wales-Outer Ketchikan,3,10
Standing Rock,Chambers,242,794
Hollis,Prince of Wales-Outer Ketchikan,54,177
Hackneyville,Tallapoosa,214,702
Naukati Bay,Prince of Wales-Outer Ketchikan,91,299
Our Town,Tallapoosa,201,659
Thorne Bay,Prince of Wales-Outer Ketchikan,47,154
Reeltown,Tallapoosa,189,620
Point Baker,Prince of Wales-Outer Ketchikan,7,23
Hissop,Coosa,242,794
Coffman Cove,Prince of Wales-Outer Ketchikan,17,56
Mount Olive,Coosa,251,823
Craig,Prince of Wales-Outer Ketchikan,13,43
Ray,Coosa,223,732
Hydaburg,Prince of Wales-Outer Ketchikan,7,23
Stewartville,Coosa,220,722
Weogufka,Coosa,197,646
Kasaan,Prince of Wales-Outer Ketchikan,12,39
Klawock,Prince of Wales-Outer Ketchikan,27,89
Mesilla,Dona Ana,1183,3881
Hatch,Dona Ana,1237,4058
Hyder,Prince of Wales-Outer Ketchikan,35,115
Yantis,Wood,148,486
Sabana Eneas,San German,26,85
Millsap,Parker,249,817
San Germ?n,San German,60,197
Sanctuary,Parker,234,768
Luyando,Aguada,29,95
Pantego,Tarrant,174,571
Aguada,Aguada,18,59
Westover Hills,Tarrant,182,597
Mayag?ez,Mayaguez,21,69
Sunnyvale,Dallas,148,486
Rafael Cap?,Hatillo,182,597
Hope,Eddy,1245,4085
Rafael Gonz?lez,Hatillo,128,420
Loving,Eddy,930,3051
Carrizales,Hatillo,30,98
Mabank,Kaufman,120,394
Corcovado,Hatillo,84,276
Oak Grove,Kaufman,128,420
Hatillo,Hatillo,7,23
Oak Ridge,Kaufman,128,420
Mar?a Antonia,Guanica,33,108
Scurry,Kaufman,134,440
Fuig,Guanica,3,10
Grays Prairie,Kaufman,137,449
Gu?nica,Guanica,3,10
Rosser,Kaufman,110,361
Las Mar?as,Las Marias,291,955
Nesbitt,Harrison,109,358
Las Carolinas,Caguas,95,312
Virden,Hidalgo,1147,3763
Caguas,Caguas,65,213
Emerald Mountain,Elmore,131,430
Comer?o,Comerio,196,643
Holtville,Elmore,108,354
Las Ollas,Santa Isabel,66,217
Redland,Elmore,131,430
Parcelas Pe?uelas,Santa Isabel,45,148
Marbury,Autauga,159,522
Playita Cortada,Santa Isabel,3,10
Pine Level,Autauga,175,574
Santa Isabel,Santa Isabel,7,23
Winona,Smith,101,331
El Ojo,Santa Isabel,33,108
Columbus,Luna,1240,4068
Jauca,Santa Isabel,3,10
Byram,Hinds,81,266
Liborio Negr?n Torres,Sabana Grande,59,194
Venus,Johnson,203,666
Milford,Ellis,188,617
Lluveras,Sabana Grande,94,308
Palmer,Ellis,141,463
Sabana Grande,Sabana Grande,95,312
Coahoma,Howard,735,2411
Piedra Gorda,Camuy,164,538
Quebrada,Camuy,308,1010
Merkel,Taylor,570,1870
Camuy,Camuy,11,36
Trent,Taylor,583,1913
Carbon,Eastland,488,1601
Cata?o,Catano,3,10
Marana,Pima,607,1991
Adjuntas,Adjuntas,502,1647
Oro Valley,Pima,775,2543
Pe?uelas,Penuelas,56,184
Ak Chin,Pima,565,1854
Santo Domingo,Penuelas,136,446
Ali Chuk,Pima,528,1732
Tallaboa Alta,Penuelas,78,256
Ali Chukson,Pima,787,2582
Tallaboa,Penuelas,14,46
Ali Molina,Pima,812,2664
Corozal,Corozal,92,302
Mertens,Hill,164,538
Anegam,Pima,537,1762
La Luisa,Manati,13,43
Moca,Moca,40,131
Arivaca,Pima,1105,3625
Manat?,Manati,33,108
R?o Grande,Rio Grande,13,43
Arivaca Junction,Pima,937,3074
Tierras Nuevas Poniente,Manati,23,75
Penelope,Hill,173,568
Na'alehu,Hawaii,8,26
Aceitunas,Moca,176,577
Bartolo,Rio Grande,61,200
Bynum,Hill,199,653
Charco,Pima,642,2106
Sabana Hoyos,Arecibo,95,312
Pa'auilo,Hawaii,221,725
Monte Grande,Cabo Rojo,23,75
Hato Candal,Rio Grande,41,135
Carl's Corner,Hill,193,633
Chiawuli Tak,Pima,797,2615
Pole Ojea,Cabo Rojo,10,33
Animas,Arecibo,52,171
Pahala,Hawaii,277,909
La Dolores,Rio Grande,15,49
Whitney,Hill,181,594
Puerto Real,Cabo Rojo,3,10
Pahoa,Hawaii,199,653
Naguabo,Naguabo,17,56
Comobabi,Pima,976,3202
Arecibo,Arecibo,7,23
Wells,Cherokee,99,325
Bajadero,Arecibo,25,82
Cowlic,Pima,638,2093
Betances,Cabo Rojo,13,43
La Alianza,Arecibo,166,545
Papa'ikou,Hawaii,69,226
Gu Oidak,Pima,625,2051
Pe?a Pobre,Naguabo,99,325
Miranda,Vega Baja,148,486
Haivana Nakya,Pima,870,2854
Santa Anna,Coleman,535,1755
Monserrate,Vega Baja,39,128
Ko Vaya,Pima,833,2733
Boquer?n,Cabo Rojo,3,10
Pauka'a,Hawaii,49,161
R?o Blanco,Naguabo,18,59
Sabana,Vega Baja,7,23
Maish Vaya,Pima,769,2523
Streetman,Freestone,113,371
Kodiak,Kodiak Island,15,49
Vega Baja,Vega Baja,10,33
Nolic,Pima,728,2388
Pepe'ekeo,Hawaii,159,522
Cabo Rojo,Cabo Rojo,20,66
Wortham,Freestone,145,476
Daguao,Naguabo,26,85
Coto Norte,Vega Baja,79,259
Rillito,Pima,626,2054
Larsen Bay,Kodiak Island,0,0
Carolina,Carolina,16,52
San Miguel,Pima,754,2474
Puako,Hawaii,1,3
Lamboglia,Patillas,32,105
Van Horn,Culberson,1232,4042
Duque,Naguabo,171,561
Old Harbor,Kodiak Island,6,20
Guaynabo,Guaynabo,47,154
South Komelik,Pima,781,2562
Summerhaven,Pima,2337,7667
San Lorenzo,San Lorenzo,92,302
Volcano,Hawaii,1141,3743
Patillas,Patillas,20,66
Ouzinkie,Kodiak Island,14,46
Clint,El Paso,1109,3638
Las Piedras,Las Piedras,136,446
Topawa,Pima,752,2467
Jagual,San Lorenzo,206,676
Luis Llor?ns Torres,Juana Diaz,82,269
Ventana,Pima,682,2238
Morovis,Morovis,216,709
Waimea,Hawaii,813,2667
Heimdal,Wells,482,1581
Pueblito Del R?o,Las Piedras,83,272
Vinton,El Paso,1157,3796
Port Lions,Kodiak Island,34,112
Tonsina,Valdez-Cordova,477,1565
Potala Pastillo,Juana Diaz,3,10
Wahak Hotrontk,Pima,591,1939
Denhoff,Sheridan,619,2031
Barahona,Morovis,163,535
Anahola,Kauai,4,13
Cordova,Valdez-Cordova,27,89
Juneau,Juneau City and,17,56
Lomas,Canovanas,238,781
Toyah,Reeves,888,2913
Nabesna,Valdez-Cordova,902,2959
Kake,Wrangell-Petersburg,19,62
Roy,Fergus,1065,3494
Fr?nquez,Morovis,180,591
Ele'ele,Kauai,36,118
San Isidro,Canovanas,13,43
Tenaha,Shelby,106,348
Hanalei,Kauai,3,10
Rinc?n,Rincon,11,36
Gibson Flats,Cascade,1024,3360
Santa B?rbara,Canovanas,45,148
Happy Valley,Kenai Peninsula,73,239
Coolidge,Limestone,163,535
Petersburg,Wrangell-Petersburg,16,52
R?o Ca?as Abajo,Juana Diaz,69,226
Why,Pima,546,1791
Stella,Rincon,2,7
Sand Coulee,Cascade,1058,3471
Tehuacana,Limestone,195,640
Elfin Cove,Skagway-Hoonah-Angoon,56,184
Hope,Kenai Peninsula,13,43
Ben?tez,Canovanas,402,1319
Hanama'ulu,Kauai,49,161
Hanapepe,Kauai,48,157
Campo Rico,Canovanas,155,509
Kalifornsky,Kenai Peninsula,16,52
Tenakee Springs,Skagway-Hoonah-Angoon,25,82
Thornton,Limestone,150,492
Stockett,Cascade,1098,3602
Rafael Hern?ndez,Aguadilla,105,344
Aguilita,Juana Diaz,26,85
Willow Canyon,Pima,2125,6972
Can?vanas,Canovanas,7,23
Kalaheo,Kauai,216,709
Aguadilla,Aguadilla,7,23
Jessie,Griggs,451,1480
Patagonia,Santa Cruz,1237,4058
Skagway,Skagway-Hoonah-Angoon,9,30
Kasilof,Kenai Peninsula,33,108
Moose Pass,Kenai Peninsula,145,476
Angoon,Skagway-Hoonah-Angoon,6,20
Sutton,Griggs,449,1473
Beyerville,Santa Cruz,1114,3655
Kapa'a,Kauai,94,308
Cab?n,Aguadilla,165,541
Guayabal,Juana Diaz,73,239
Bowie,Cochise,1147,3763
Luis M. Cintr?n,Fajardo,22,72
Kekaha,Kauai,2,7
Kino Springs,Santa Cruz,1220,4003
Gustavus,Skagway-Hoonah-Angoon,3,10
Blanchard,Traill,289,948
Magas Arriba,Guayanilla,25,82
Fajardo,Fajardo,10,33
Ninilchik,Kenai Peninsula,7,23
Kilauea,Kauai,73,239
Mullin,Mills,437,1434
Hoonah,Skagway-Hoonah-Angoon,23,75
Juana D?az,Juana Diaz,49,161
Caledonia,Traill,264,866
Dragoon,Cochise,1412,4632
Anchor Point,Kenai Peninsula,45,148
Guayanilla,Guayanilla,10,33
Koloa,Kauai,60,197
El Mang?,Juncos,89,292
South Mountain,Coryell,311,1020
Pelican,Skagway-Hoonah-Angoon,105,344
Beluga,Kenai Peninsula,31,102
Carlton,Missoula,983,3225
Indios,Guayanilla,45,148
Lawa'i,Kauai,162,531
Juncos,Juncos,65,213
Celada,Gurabo,79,259
Normangee,Leon,115,377
Excursion Inlet,Haines,26,85
Elfrida,Cochise,1265,4150
Condon,Missoula,1131,3711
Clam Gulch,Kenai Peninsula,82,269
Bayam?n,Bayamon,16,52
Lihu'e,Kauai,49,161
Aguas Claras,Ceiba,31,102
Oakwood,Leon,85,279
Haines,Haines,25,82
Gurabo,Gurabo,61,200
McNeal,Cochise,1271,4170
Huson,Missoula,918,3012
Princeville,Kauai,73,239
Utuado,Utuado,142,466
Cohoe,Kenai Peninsula,19,62
Jayuya,Jayuya,431,1414
Mescal,Cochise,1245,4085
Klukwan,Haines,86,282
Ceiba,Ceiba,23,75
Thorntonville,Ward,794,2605
Cooper Landing,Kenai Peninsula,124,407
Piltzville,Missoula,1004,3294
Wailua,Kauai,6,20
Cayuco,Utuado,433,1421
Vega Alta,Vega Alta,33,108
Miracle Valley,Cochise,1327,4354
Punta Santiago,Humacao,1,3
Wickett,Ward,813,2667
Sitka,Sitka City and,10,33
Palominas,Cochise,1292,4239
Bre?as,Vega Alta,13,43
Waimea,Kauai,7,23
Parcelas la Milagrosa,Cidra,549,1801
Turah,Missoula,1013,3323
Soldotna,Kenai Peninsula,32,105
Ant?n Ru?z,Humacao,39,128
Paint Rock,Concho,497,1631
Pitkas Point,Wade Hampton,39,128
Kaunakakai,Maui,6,20
Parcelas Nuevas,Cidra,433,1421
Amanda Park,Grays Harbor,58,190
Port Graham,Kenai Peninsula,0,0
La Playa,Anasco,1,3
San Simon,Cochise,1106,3629
Maunaloa,Maui,321,1053
Pacific Beach,Grays Harbor,14,46
Cidra,Cidra,423,1388
Bajandas,Humacao,25,82
Melvin,McCulloch,566,1857
Alakanuk,Wade Hampton,3,10
Sterling,Kenai Peninsula,62,203
San Saba,San Saba,367,1204
La Plena,Salinas,169,554
Candelero Arriba,Humacao,81,266
Chevak,Wade Hampton,15,49
Lana'i City,Maui,499,1637
Porter,Grays Harbor,20,66
Tyonek,Kenai Peninsula,21,69
A?asco,Anasco,9,30
Sunizona,Cochise,1325,4347
Homer,Kenai Peninsula,32,105
Queets,Grays Harbor,9,30
Hali'imaile,Maui,337,1106
Emmonak,Wade Hampton,2,7
Humacao,Humacao,22,72
Salado,Bell,183,600
Las Ochenta,Salinas,10,33
Kachemak,Kenai Peninsula,5,16
Beaulieu,Mahnomen,394,1293
Hana,Maui,92,302
Hooper Bay,Wade Hampton,8,26
La Fermina,Humacao,120,394
Perdido Beach,Baldwin,1,3
Salinas,Salinas,7,23
Kenai,Kenai Peninsula,26,85
Espino,Anasco,21,69
Pine Bend,Mahnomen,441,1447
Ka'anapali,Maui,111,364
Corrigan,Polk,72,236
Kotlik,Wade Hampton,1,3
Vieques,Vieques,12,39
Payne Springs,Henderson,112,367
V?zquez,Salinas,162,531
Lares,Lares,319,1047
Caney City,Henderson,108,354
Palmas,Arroyo,54,177
Coffee City,Henderson,116,381
Yaurel,Arroyo,221,725
Mildred,Navarro,131,430
Arroyo,Arroyo,7,23
Mustang,Navarro,119,390
Buena Vista,Arroyo,51,167
Esperanza,Vieques,5,16
Valentine,Jeff Davis,1351,4432
Marshall,Wade Hampton,34,112
Roy Lake,Mahnomen,460,1509
Kahului,Maui,9,30
Seldovia,Kenai Peninsula,17,56
Central Aguirre,Salinas,3,10
Mountain Village,Wade Hampton,13,43
Ashland,Aroostook,214,702
Kihei,Maui,8,26
R?o Lajas,Dorado,132,433
Chester,Tyler,75,246
Seward,Kenai Peninsula,27,89
Navarro,Navarro,127,417
La Parguera,Lajas,8,26
Woodville,Tyler,82,269
Lahaina,Maui,1,3
San Antonio,Dorado,7,23
Yakutat,Yakutat City and,21,69
Coco,Salinas,40,131
Nunam Iqua,Wade Hampton,0,0
Eagle Lake,Aroostook,189,620
Oak Valley,Navarro,128,420
Ma'alaea,Maui,9,30
San Jos?,Dorado,10,33
Flat,Yukon-Koyukuk,90,295
Ivanhoe North,Tyler,58,190
Lajas,Lajas,48,157
Millican,Brazos,95,312
Malone,Hill,146,479
Toa Baja,Dorado,7,23
Lake Minchumina,Yukon-Koyukuk,211,692
Coqu?,Salinas,7,23
Pilot Station,Wade Hampton,14,46
Mapleton,Aroostook,172,564
Makawao,Maui,491,1611
Pa'ia,Maui,66,217
San Sebasti?n,San Sebastian,77,253
Russian Mission,Wade Hampton,34,112
Mars Hill,Aroostook,129,423
Iola,Grimes,103,338
Dorado,Dorado,3,10
Livengood,Yukon-Koyukuk,211,692
Pastos,Aibonito,654,2146
Central,East Baton Rouge,20,66
Hinsdale,Valley,661,2169
Manley Hot Springs,Yukon-Koyukuk,82,269
Waikapu,Maui,84,276
Hato Arriba,San Sebastian,65,213
Saint Mary's,Wade Hampton,39,128
Washburn,Aroostook,148,486
Aibonito,Aibonito,604,1982
Stagecoach,Montgomery,59,194
Kila,Flathead,973,3192
Minto,Yukon-Koyukuk,137,449
Wailuku,Maui,79,259
Juncal,San Sebastian,353,1158
Scammon Bay,Wade Hampton,3,10
De Smet,Benewah,792,2598
Woodloch,Montgomery,33,108
Little Bitterroot Lake,Flathead,1202,3944
Alatna,Yukon-Koyukuk,168,551
'Aiea,Honolulu,126,413
Cayey,Cayey,397,1302
Kasigluk,Bethel,1,3
Alder,Pierce,376,1234
Bee Cave,Travis,280,919
Marion,Flathead,1202,3944
Arctic Village,Yukon-Koyukuk,627,2057
Hale'iwa,Honolulu,1,3
G. L. Garc?a,Cayey,499,1637
Kipnuk,Bethel,3,10
Briarcliff,Travis,230,755
Olney,Flathead,966,3169
Beaver,Yukon-Koyukuk,107,351
Clear Lake,Pierce,245,804
Mucarabones,Toa Alta,30,98
Kongiganak,Bethel,6,20
Hau'ula,Honolulu,1,3
Point Venture,Travis,228,748
West Glacier,Flathead,966,3169
Central,Yukon-Koyukuk,287,942
Home,Pierce,30,98
P?jaros,Toa Alta,55,180
Kwigillingok,Bethel,1,3
Kahalu'u,Honolulu,13,43
Kapowsin,Pierce,196,643
San Leanna,Travis,204,669
Whitewater,Phillips,708,2323
Chalkyitsik,Yukon-Koyukuk,161,528
Toa Alta,Toa Alta,25,82
Lime Village,Bethel,180,591
Kailua,Honolulu,0,0
Key Center,Pierce,56,184
The Hills,Travis,256,840
Zortman,Phillips,1229,4032
Circle,Yukon-Koyukuk,177,581
Galateo,Toa Alta,30,98
Newtok,Bethel,5,16
Happys Inn,Lincoln,1033,3389
Kane'ohe,Honolulu,20,66
La Grande,Pierce,289,948
Coldfoot,Yukon-Koyukuk,309,1014
Volente,Travis,243,797
H. Rivera Col?n,Toa Alta,132,433
Akiachak,Bethel,4,13
Tanana,Yukon-Koyukuk,63,207
Webberville,Travis,125,410
Pioneer Junction,Lincoln,697,2287
La'ie,Honolulu,3,10
Longbranch,Pierce,9,30
Quebradillas,Quebradillas,112,367
Stryker,Lincoln,1005,3297
Ma'ili,Honolulu,3,10
McKenna,Pierce,94,308
Atmautluak,Bethel,1,3
Rampart,Yukon-Koyukuk,92,302
Bear Creek,Hays,302,991
Cacao,Quebradillas,234,768
McMillin,Pierce,39,128
Crooked Creek,Bethel,76,249
Stevens Village,Yukon-Koyukuk,92,302
Pine Island,Waller,60,197
Sylvanite,Lincoln,828,2717
Makaha,Honolulu,7,23
Pajonal,Florida,184,604
Trego,Lincoln,950,3117
Mililani,Honolulu,198,650
Purdy,Pierce,9,30
Toksook Bay,Bethel,6,20
Takotna,Yukon-Koyukuk,150,492
San Felipe,Austin,47,154
Florida,Florida,192,630
Upper Kalskag,Bethel,12,39
Venetie,Yukon-Koyukuk,172,564
Thompsons,Fort Bend,20,66
White Haven,Lincoln,683,2241
Nanakuli,Honolulu,3,10
Rosedale,Pierce,18,59
Naranjito,Naranjito,108,354
Oscarville,Bethel,1,3
Pearl City,Honolulu,58,190
South Creek,Pierce,131,430
Yaak,Lincoln,910,2986
Wiseman,Yukon-Koyukuk,360,1181
Fairchilds,Fort Bend,24,79
Tiburones,Barceloneta,89,292
Red Devil,Bethel,66,217
Punalu'u,Honolulu,1,3
Vaughn,Pierce,12,39
Babb,Glacier,1376,4514
Allakaket,Yukon-Koyukuk,122,400
Pleak,Fort Bend,26,85
Barceloneta,Barceloneta,3,10
Sleetmute,Bethel,62,203
Wauna,Pierce,5,16
Santa Rita,Glacier,1158,3799
Pupukea,Honolulu,10,33
Anvik,Yukon-Koyukuk,16,52
Weston Lakes,Fort Bend,31,102
B?falo,Barceloneta,125,410
Stony River,Bethel,76,249
Wahiawa,Honolulu,287,942
Wollochet,Pierce,59,194
Turner,Blaine,927,3041
Bettles,Yukon-Koyukuk,191,627
China Grove,Bexar,199,653
Garrochales,Barceloneta,13,43
Tuluksak,Bethel,9,30
Spiritwood,Stutsman,452,1483
Disautel,Okanogan,758,2487
Waialua,Honolulu,8,26
Fort Yukon,Yukon-Koyukuk,136,446
Von Ormy,Bexar,180,591
Imb?ry,Barceloneta,62,203
Tuntutuliak,Bethel,4,13
Wai'anae,Honolulu,7,23
Galena,Yukon-Koyukuk,39,128
Ypsilanti,Stutsman,424,1391
Keller,Ferry,456,1496
Moulton,Lavaca,110,361
San Juan,San Juan,7,23
Tununak,Bethel,5,16
Twin Lakes,Ferry,583,1913
Brooktree Park,Cass,271,889
Waimanalo,Honolulu,7,23
